name	status	comment	aliases
Rj2.2.5	ok		
RodFibr_F_Y-FNR07	new		
Rod_I_Y-8602	new		
S194	ok		
S4 [Mouse hybridoma]	new		
SA121	ok		
SAEC	ok		
SAH	new		
SCC-4	new		
SCC25	new		
SCC9	new		
SCCOHT-1	new		
SCLC-24H	new		
SCMC	ok		
SCOS-2	ok		SCOS#2|SCOS2|SCOS 2
SEES-3	ok		SEES3
SEM	ok		
SET-2	new		
SET2	ok		
SF268	ok		
SF7761	ok		
SF8628	ok		
SGBS	ok		
SGC7901	new		
SH(15M)	new		
SH-EP	new		
SH-EP-NMYCER	new		
SH-SY5Y	ok		SHSY5Y
SHEP-21N	ok		SHEP21N
SIRT6.2-7	new		
SJCRH30	ok		
SJNB-1	new		
SJNB-12	new		
SJNB-3	new		
SJNB-6	new		
SJNB-8	new		
SJSA-1	ok		SJSA1
SK-CO-1	new		
SK-MEL-28	new		
SK-N-AS	ok		SKNAS
SK-N-BE(2)-C	ok		SKNBE(2)C
SK-N-BE(2)c	new		
SK-N-DZ	ok		SKNDZ
SK-N-FI	new		
SK-N-MC	ok		SKNMC
SK-N-SH	ok		SKNSH
SK-N-SH_RA	ok		SKNSH_RA
SK-OV-3	ok		SKOV-3|SKOV3
SK-UT-1	new		
SKBR-3	ok		SKBr3|SKBR3
SKGT4	new		
SKH1	new		
SKMC	ok		
SKMEL2	ok		
SKMEL30	ok		
SKMEL5	ok		SK-MEL-5
SKN-3	new		
SKNO-1	ok		SKNO1
SKmel147	ok		
SKmel239	new		
SLE005	new		
SM [Human B-cell]	new		
SMMC-7721	ok		SMMC7721
SNU-16	ok		SNU16
SNU-1750	ok		SNU1750
SNU016	ok		
SNU175	ok		
SNU216	ok		
SNU638	ok		
SNU719	ok		
SQ-1	new		
ST1	new		
STHdh Q7/Q7	ok		STHdhQ7Q7
STHdhQ111	ok		
SU-DHL10	ok		SUDHL10
SU-DHL2	ok		SUDHL2
SU-DHL4	ok		SUDHL4
SU-DHL5	ok		SUDHL5
SU-DHL6	ok		SUDHL6
SUIT-2	new		
SUM1315MO2	ok		SUM1315
SUM149	ok		
SUM149R	ok		
SUM159-MDA453	ok		SUM159MDA453
SUM159PT	ok		SUM159|SUM-159
SUM159R	ok		
SUM185PE	ok		SUM185
SUM229	ok		
SUM44	new		
SUP-B15	ok		SUPB15
SW1116	new		
SW1271	new		
SW1353	ok		
SW1783	new		
SW48	new		
SW480	ok		
SW620	ok		
SYO1	new		
SaOS	new		
Saos-2	ok		SAOS2|Saos2
Shef 4	ok		Shef4
SiHa	new		
Sup-M2-TS	new		
Swiss-3T3	ok		Swiss3T3
T-289	new		
T-84	new		
T.T	new		
T/C28a2	ok		T/C 28a2|TC28a2
T23	new		
T24	ok		
T29	ok		
T3M-1	ok		T3M1
T47D	ok		T-47D
T47D-MTVL	ok		T47DMTVL
T6E	ok		
T778	ok		
T98G	ok		
TALL-1	new		
TAM_R	ok		TAMR
TC-32 cells	new		
TC-71 cells	new		
TC-797	ok		TC797
TC1	ok		
TCam-2	ok		TCam2
TE-7	ok		TE7
TE10	new		
TE6	new		
TEX	ok		
TF-1	ok		TF1
THP-1	ok		THP1
TIG-1	ok		TIG1
TIG-3	ok		TIG3
TIME	new		
TIVE-LTC	ok		TIVELTC
TKO	ok		
TKO2	ok		
TL-Om1	new		
TMD8	ok		
TNGA	ok		
TOT2	ok		
TOV-21G	new		
TR14	new		
TREx-(F3H3)-K-Rta BCBL-1 cells	new		
TS-Rs26	new		
TS/A clone F1	new		
TSC	ok		
TSU-1621-MT	ok		TSU1621MT
TT	ok		
TT2	ok		
TTC-549	ok		TTC549
TTC1240	new		
TX1072	new		
TXY	new		
Tg2a	new		
Toledo	ok		
U-251MG	new		
U-2932	ok		U2932|U 2932
U-937	new		
U20S AsiSI	new		
U251	new		
U266B1	ok		U266
U2OS	ok		
U87	ok		
U87MG	ok		
U937	ok		
UACC-257	ok		UACC257
UACC-812 C-MYC overexpression cell line	new		
UACC-812 flag cell line	new		
UACC62	new		
UACC812	new		
UCH2	ok		
UCLA 1	new		
UCSF-4* 	ok		UCSF4*
UKE-1	ok		UKE1
UM-Chor1	new		
UM-SCC-4	ok		UMSCC4
UM-SCC-47	ok		UMSCC47
UM-SCC-74A	ok		UMSCC74A
UO31	new		
UOCB1	new		
UPR9	ok		
U_H01	new		
Urinary Bladder	new		
UrotsaUt189	ok		
V1009	ok		
V1024	ok		
V1051	ok		
V1058	ok		
V1074	ok		
V1106	ok		
V206	ok		
V389	ok		
V410	ok		
V411	ok		
V429	ok		
V432	ok		
V456	ok		
V457	ok		
V481	ok		
V5	ok		
V576	ok		
V6.5	ok		
V703	ok		
V784	ok		
V8	ok		
V852	ok		
V855	ok		
V866	ok		
V940	ok		
V968	ok		
V9P	ok		
VA13	ok		
VACO 5	new		
VACO 503	ok		VACO503|V503
VACO 868	ok		VACO868|V868
VAL-3	ok		VAL3
VCS2	ok		
VCaP	ok		
Vl3-2m	new		
WA-7	ok		WA7
WA01	ok		
WA09	ok		
WERI-Rb-1	ok		WERIRb1
WHIM12	ok		
WI-38	ok		WI38
WIBR1	ok		
WIBR2	ok		
WIBR3	ok		
WIBR7	ok		
WIS2	ok		
WM115	ok		
WM164	new		
WM262	ok		
WM266-4	ok		WM2664
WM451-lu	ok		WM451lu
WM853.2	ok		
WM989	ok		
WPMY1	ok		
WS8	new		
WSU-DLCL2	ok		WSUDLCL2
WT hiPSC#1	new		
WT26	ok		
WW6	ok		
Wehi-231	ok		Wehi231
X18.1.1	ok		
XG-6	new		
XIII-3H6-A12	new		
XT67E1	ok		
Xenograft E2A-PBX	new		
Xenograft MLL-AF4	new		
Xenograft T-ALL	new		
XistTetOP_delBC	new		
YAC-1	ok		YAC1
YB5	ok		
YCC-21	ok		YCC21
YCC-22	ok		YCC22
YCC-7	ok		YCC7
YCC3	ok		
YD8	new		
ZNF532-NUT 24335	new		
ZR-75-1	ok		ZR751
ZR-75-30	ok		ZR7530
ZR75-1	new		
ZhBTc4	ok		
aTC1-9	ok		aTC19
aTconv	ok		
alpha-TN4	ok		alphaTN4
alphaT3	new		
alphaTC1	new		
beta-TC-6 (ATCC CRL-11506)	new		
breast triple negative tumor cell line BCSC1	new		
c1 (B6NLxv1c2)	new		
caki-1	ok		caki1
double knock-in (DKI) mouse ES cell line carrying Foxa2-Venus and Sox17-Cherry gene fusions	new		
doxycycline (Dox) inducible Foxa2-Venus ES cell line (T119)	new		
doxycycline (Dox) inducible Foxa2-Venus ES cell line (T128)	new		
doxycycline (Dox) inducible Foxa2-Venus, Gata4-tBFP ES cell line (T134)	new		
hES I3	ok		hESI3
hES-T3	new		
hESC	new		
hFOB	new		
hMADS-3	ok		hMADS3
hMSC-TERT4	new		
hTERT-RPE1	ok		hTERTRPE1
hTert-HME1	new		
iBAd	new		
iNeuron line 2 (derived from IPS1500024/293)	new		
iPS 4	ok		iPS4
iPS A1	ok		iPSA1
iPS A6	ok		iPSA6
iPS C1	ok		iPSC1
iPS DF 19.11	ok		iPSDF19.11
iPS DF 19.7	ok		iPSDF19.7
iPS DF 4.7	ok		iPSDF4.7
iPS DF 6.9	ok		iPSDF6.9
iPS cells	new		
iPS-11a	ok		iPS11a
iPS-15b	ok		iPS15b
iPS-18b	ok		iPS18b
iPS-18c	ok		iPS18c
iPS-20b	ok		iPS20b
iPSC line 2 (IPS1500024/293, derived from CL1500024)	new		
iPSC2	ok		
iRunx1b::Damko	new		
iSLK	new		
iSLK-219	ok		iSLK219
ipNF05.5 neurofibroma cell line	new		
mAb 239	new		
mAb 829	new		
mAb 986.35	new		
mE6	new		
mESC	new		
mEpiSC OEC2	new		
mG/ER	ok		mGER
mHypoE-N3	new		
mHypoE-N6	new		
mIMCD3	new		
mK3	ok		
mK4	ok		
mPEC	ok		
melan-Ink4a-Arf-null	ok		melanInk4aArfnull
melanoma cell line B16-F12	new		
mose active T cell	new		
mpkCCD	ok		
mpkDCT4a	new		
neonatal cardiac fibroblast cell line expressing large T antigen	new		
pEAK Rapid	new		
pSKBr3	ok		parental SKBr3
parental TOV21G cell line	new		
peritoneal macrophage	new		
resistant clone 3 TOV21G cell line (c3)	new		
ventral prostatic tissues	new		
vu1199-F SV40	new		
vu1199-F SV41	new		
vu1199-F SV42	new		
vu1199-F SV43	new		
